Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
1,0,0,1,9,9.418
2,0,0,0,9,9.505
3,0,0,0,5,9.747
4,0,1,1,6,9.779
5,0,0,0,5,9.939
6,0,0,0,5,9.77
7,0,1,0,7,9.328
8,0,1,0,2,9.614
9,0,0,0,6,9.925
10,0,0,1,5,9.707
11,0,0,0,3,10.037
12,0,0,0,2,9.979
13,0,0,1,9,9.626
14,0,1,1,10,9.398
15,0,0,0,7,9.628
16,0,0,0,8,9.735
17,0,0,1,6,9.715
18,0,0,1,2,10.086
19,0,0,1,7,9.644
20,0,0,0,8,9.689
21,0,0,0,7,9.643
22,0,0,1,11,9.355
23,0,0,1,7,9.623
24,0,0,0,8,9.662
25,0,0,1,7,9.647
26,0,0,1,5,9.797
27,0,0,0,3,9.973
28,0,0,1,8,9.715
29,0,0,3,8,9.505
30,0,0,1,10,9.439
31,0,0,0,7,9.678
32,0,0,1,5,9.772
33,0,0,0,7,9.704
34,0,1,0,7,9.767
35,0,0,1,4,9.929
36,0,0,0,8,9.731
37,0,0,0,3,10.006
38,0,0,0,10,9.622
39,0,0,0,4,9.906
40,0,0,1,6,9.771
41,0,0,0,5,9.942
42,0,0,1,5,9.783
43,0,0,0,7,9.738
44,0,0,2,6,9.705
45,0,0,0,2,10.06
46,0,0,2,4,9.856
47,0,0,1,3,9.888
48,0,0,1,3,9.801
49,0,0,1,6,9.765
50,0,1,0,8,9.311
51,0,0,0,4,9.846
52,0,0,1,4,9.949
53,0,0,0,4,9.948
54,0,1,1,3,9.774
55,0,0,1,5,9.875
56,0,0,0,6,9.807
57,0,1,1,5,9.613
58,0,0,0,2,10.04
59,0,0,1,8,9.501
60,0,0,1,4,9.862
61,0,0,0,5,9.895
62,0,0,0,5,9.902
63,0,1,0,8,9.241
64,0,0,0,8,9.675
65,0,0,0,5,9.903
66,0,0,0,8,9.721
67,0,0,0,6,9.662
68,0,0,0,4,9.929
69,0,0,2,3,9.817
70,0,1,0,3,10.087
71,0,0,0,5,9.823
72,0,0,0,10,9.408
