Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
1,0,0,1,0,10.157
2,0,0,0,0,10.05
3,0,0,1,0,10.113
4,0,1,0,0,10.085
5,0,0,2,0,10.157
6,0,0,0,0,10.038
7,0,0,0,0,10.058
8,0,0,2,0,10.128
9,0,0,3,0,9.987
10,0,1,1,0,10.14
11,0,0,1,0,10.069
12,0,0,0,0,10.108
13,0,0,0,0,10.172
14,0,0,0,0,10.099
15,0,0,0,0,10.156
16,0,0,1,0,10.174
17,0,0,0,0,10.115
18,0,0,0,0,10.077
19,0,0,0,0,10.154
20,0,0,1,0,10.136
21,0,0,0,0,10.094
22,0,0,0,0,10.119
23,0,0,0,0,10.137
24,0,0,1,0,10.043
25,0,0,0,0,10.089
26,0,0,1,0,10.036
27,0,0,1,0,10.124
28,0,0,1,0,10.129
29,0,0,1,0,10.069
30,0,0,0,0,10.144
31,0,0,0,0,10.121
32,0,0,1,0,10.2
33,0,0,0,0,10.106
34,0,0,2,0,9.983
35,0,0,0,0,10.117
36,0,0,0,0,10.12
37,0,0,0,0,10.125
38,0,0,0,0,10.116
39,0,0,0,0,10.118
40,0,0,0,0,10.123
41,0,0,0,0,10.102
42,0,0,0,0,10.122
43,0,0,0,0,10.136
44,0,1,0,0,9.861
45,0,1,1,0,9.729
46,0,0,1,0,10.103
47,0,0,1,0,10.057
48,0,0,0,0,10.025
49,0,1,1,0,10.063
50,0,1,2,0,9.964
51,0,0,0,0,10.088
52,0,0,0,0,10.124
53,0,0,0,0,10.134
54,0,0,0,0,10.184
55,0,0,1,0,10.164
56,0,0,0,0,9.964
57,0,0,2,0,10.069
58,0,0,1,0,10.061
59,0,0,1,0,10.028
60,0,0,1,0,10.094
61,0,1,0,0,10.065
62,0,0,0,0,10.163
63,0,1,0,0,10.097
64,0,0,0,0,10.139
65,0,0,3,0,10.126
66,0,0,0,0,10.119
67,0,0,0,0,10.122
68,0,0,2,0,10.132
69,0,0,0,0,10.136
70,0,0,0,0,10.081
71,0,0,0,0,10.172
72,0,0,0,0,10.117
73,0,0,1,0,10.145
74,0,0,0,0,10.1
75,0,0,0,0,10.102
76,0,0,0,0,10.105
77,0,0,1,0,10.104
78,0,0,0,0,10.182
79,0,0,0,0,10.133
80,0,0,0,0,10.187
81,0,0,0,0,10.141
82,0,0,0,0,10.114
83,0,1,0,0,10.17
84,0,0,0,0,10.106
85,0,0,1,0,10.13
86,0,0,0,0,10.105
87,0,0,0,0,10.173
88,0,0,0,0,10.174
89,0,0,0,0,10.104
90,0,0,0,0,10.149
91,0,0,0,0,10.113
92,0,0,0,0,10.123
93,0,0,1,0,10.011
94,0,0,3,0,10.114
95,0,0,0,0,10.089
96,0,0,0,0,10.093
97,0,0,1,0,10.016
98,0,0,0,0,10.131
99,0,0,1,0,10.04
100,0,0,0,0,10.16
101,0,0,1,0,10.096
102,0,0,1,0,10.108
103,0,0,1,0,9.978
104,0,1,0,0,10.14
105,0,0,1,0,10.201
106,0,0,0,0,10.11
107,0,0,1,0,10.079
108,0,0,1,0,10.158
109,0,0,1,0,10.101
110,0,0,1,0,10.096
111,0,0,1,0,10.081
112,0,0,1,0,10.038
113,0,0,2,0,10.084
114,0,0,0,0,10.078
115,0,0,2,0,10.082
116,0,0,1,0,10.165
117,0,1,0,0,9.738
118,0,0,1,0,10.154
119,0,0,1,0,10.133
120,0,0,1,0,10.056
121,0,0,0,0,10.09
122,0,0,1,0,10.083
123,0,0,1,0,10.022
124,0,0,2,0,10.147
125,0,0,1,0,10.179
126,0,0,1,0,10.065
127,0,0,1,0,10.138
128,0,0,0,0,10.158
129,0,0,2,0,10.105
130,0,0,0,0,10.114
131,0,0,0,0,10.118
132,0,1,0,0,9.772
133,0,0,0,0,10.118
134,0,0,0,0,10.105
135,0,0,0,0,10.094
136,0,0,1,0,10.048
137,0,1,0,0,10.13
138,0,0,0,0,10.076
139,0,2,0,0,9.798
140,0,0,0,0,10.112
141,0,0,1,0,10.095
142,0,1,0,0,10.109
143,0,0,3,0,10.019
144,0,0,0,0,10.115
145,0,0,1,0,10.133
146,0,0,0,0,10.109
147,0,0,1,0,10.121
148,0,0,0,0,10.062
149,0,0,0,0,10.138
150,0,0,1,0,10.102
151,0,0,2,0,10.083
152,0,0,2,0,10.164
153,0,0,0,0,10.114
154,0,0,0,0,10.183
155,0,0,0,0,10.124
156,0,0,0,0,10.23
157,0,0,1,0,10.058
158,0,0,1,0,10.118
159,0,0,1,0,10.066
160,0,0,0,0,10.075
161,0,0,1,0,10.084
162,0,0,0,0,10.13
163,0,1,2,0,10.054
164,0,0,1,0,10.059
165,0,0,0,0,10.141
166,0,0,0,0,10.16
167,0,0,0,0,10.114
168,0,0,0,0,10.075
169,0,0,1,0,10.092
170,0,0,1,0,10.143
171,0,0,1,0,10.108
172,0,1,0,0,9.894
173,0,1,0,0,9.983
174,0,0,0,0,10.112
175,0,0,0,0,10.14
176,0,0,3,0,9.961
177,0,0,0,0,10.137
178,0,0,0,0,10.155
179,0,0,1,0,10.147
180,0,1,1,0,10.104
181,0,0,0,0,10.114
182,0,0,1,0,10.05
183,0,0,1,0,10.183
184,0,0,1,0,10.072
185,0,0,1,0,10.101
186,0,0,1,0,10.151
187,0,0,0,0,10.08
188,0,0,1,0,10.143
189,0,0,1,0,10.052
190,0,1,0,0,10.102
191,0,0,0,0,10.121
192,0,0,1,0,10.105
193,0,0,2,0,10.055
194,0,2,0,0,9.729
195,0,1,3,0,9.906
196,0,2,0,0,10.102
197,0,0,0,0,10.091
198,0,1,0,0,9.805
199,0,0,0,0,10.038
200,0,1,1,0,10.12
201,0,3,0,0,9.799
202,0,0,0,0,10.072
203,0,0,0,0,10.092
204,0,0,3,0,10.142
205,0,0,0,0,10.037
206,0,0,1,0,10.13
207,0,0,0,0,10.063
208,0,0,0,0,10.129
209,0,0,1,0,10.107
210,0,1,1,0,10.041
211,0,0,0,0,10.095
212,0,0,0,0,10.156
213,0,0,0,0,10.134
214,0,0,0,0,10.091
215,0,0,0,0,10.132
216,0,0,0,0,10.185
217,0,0,0,0,10.087
218,0,0,0,0,10.163
219,0,0,0,0,10.118
220,0,0,1,0,10.076
221,0,0,2,0,10.125
222,0,0,0,0,9.985
223,0,0,0,0,10.042
224,0,0,0,0,10.148
225,0,0,0,0,10.083
226,0,1,0,0,10.118
227,0,0,0,0,10.156
228,0,0,1,0,10.162
229,0,0,1,0,10.046
230,0,1,0,0,10.175
231,0,0,1,0,10.107
232,0,0,0,0,9.921
233,1,0,0,0,10.005
234,0,0,0,0,10.136
235,0,0,0,0,10.187
236,0,1,0,0,10.134
237,0,0,0,0,10.149
238,0,1,1,0,10.045
239,0,0,1,0,10.126
240,0,0,2,0,10.101
241,0,0,0,0,10.147
242,0,1,0,0,10.026
243,0,0,0,0,10.158
244,0,0,0,0,10.142
245,0,0,0,0,10.089
246,0,0,0,0,10.135
247,0,0,1,0,10.128
248,0,0,1,0,10.215
249,0,0,0,0,10.123
250,0,0,0,0,10.131
251,0,1,0,0,10.128
252,0,0,0,0,10.079
253,0,0,0,0,10.171
254,0,0,1,0,10.129
255,0,0,0,0,10.048
256,0,0,1,0,10.132
257,0,0,1,0,10.141
258,0,0,0,0,10.02
259,0,0,0,0,10.16
260,0,1,1,0,9.784
261,0,0,0,0,10.134
262,0,0,0,0,10.179
263,0,0,1,0,10.167
264,0,0,2,0,10.093
265,0,0,0,0,10.101
266,0,0,0,0,10.132
267,0,0,0,0,10.131
268,0,1,0,0,10.133
269,0,0,2,0,10.074
270,0,0,1,0,9.953
271,0,0,2,0,10.124
272,0,0,0,0,10.141
273,0,2,0,0,9.777
274,0,0,1,0,10.068
275,0,0,0,0,10.166
276,0,0,0,0,10.161
277,0,0,1,0,10.091
278,0,0,0,0,10.117
279,0,0,0,0,10.142
280,0,0,1,0,10.092
281,0,0,0,0,10.157
282,0,1,2,0,10.142
283,0,0,1,0,10.143
284,0,0,1,0,10.1
285,0,0,0,0,10.178
286,0,0,0,0,10.125
287,0,0,1,0,10.002
288,0,1,2,0,9.787
289,0,1,0,0,9.945
290,0,0,1,0,10.101
291,0,0,0,0,10.18
292,0,0,0,0,10.136
293,0,0,2,0,10.144
294,0,1,0,0,10.078
295,0,0,2,0,9.787
296,0,0,1,0,10.092
297,0,0,0,0,10.125
298,0,0,0,0,10.105
299,0,0,0,0,10.186
300,0,0,0,0,10.118
301,0,0,0,0,10.168
302,0,0,2,0,10.139
303,0,0,0,0,10.055
304,0,0,1,0,10.107
305,0,0,1,0,9.927
306,0,0,0,0,10.162
307,0,0,1,0,10.063
308,0,0,0,0,10.113
309,0,0,2,0,10.105
310,0,0,0,0,10.155
311,0,0,0,0,10.078
312,0,0,0,0,10.154
313,0,0,1,0,10.119
314,0,0,1,0,10.051
315,0,0,0,0,10.044
316,0,0,2,0,10.06
317,0,0,2,0,10.144
318,0,0,2,0,9.799
319,0,0,0,0,10.141
320,0,0,1,0,10.051
321,0,0,1,0,10.196
322,0,0,0,0,10.14
323,0,0,1,0,10.143
324,0,0,0,0,10.145
325,0,0,1,0,10.116
326,0,0,0,0,10.094
327,0,0,1,0,10.131
328,0,0,0,0,10.102
329,0,0,0,0,10.127
330,0,0,0,0,10.096
331,0,0,0,0,10.149
332,0,0,0,0,10.173
333,0,0,0,0,10.14
334,0,0,0,0,10.17
335,0,0,0,0,10.118
336,0,0,0,0,10.086
337,0,0,1,0,10.054
338,0,0,0,0,10.153
339,0,0,0,0,10.065
340,0,0,0,0,10.1
341,0,0,1,0,10.143
342,0,1,0,0,10.096
343,0,0,1,0,10.059
344,0,1,0,0,10.123
345,0,0,0,0,10.146
346,0,1,1,0,10.069
347,0,1,0,0,10.035
348,0,0,0,0,10.09
349,0,0,0,0,10.152
350,0,0,1,0,10.095
351,0,0,1,0,10.155
352,0,0,0,0,10.098
353,0,1,0,0,10.1
354,0,0,0,0,10.101
355,0,0,1,0,10.119
356,0,0,3,0,10.027
357,0,0,0,0,10.174
358,0,1,0,0,9.822
359,0,0,0,0,10.116
360,0,0,1,0,10.08
361,0,0,0,0,10.122
362,0,0,1,0,10.133
363,0,1,1,0,9.913
364,0,0,0,0,10.136
365,0,0,0,0,10.116
366,0,0,0,0,10.113
367,0,0,0,0,10.073
368,0,0,0,0,10.124
369,0,0,0,0,10.123
370,0,0,2,0,10.017
371,0,0,3,0,9.991
372,0,0,0,0,10.092
373,0,0,0,0,10.098
374,0,1,0,0,9.765
375,0,1,1,0,9.55
376,0,1,1,0,10.098
377,0,0,2,0,10.094
378,0,0,0,0,10.06
379,0,0,0,0,10.069
380,0,0,0,0,10.168
381,0,1,1,0,9.917
382,0,0,0,0,10.178
383,0,0,0,0,10.12
384,0,0,1,0,10.06
385,0,0,0,0,10.125
386,0,0,0,0,10.138
387,0,1,1,0,9.952
388,0,0,1,0,10.069
389,0,0,0,0,10.128
390,0,0,0,0,10.162
391,0,0,0,0,10.144
392,0,0,1,0,10.118
393,0,1,0,0,10.121
394,0,0,0,0,10.121
395,0,0,0,0,10.146
396,0,0,2,0,10.029
397,0,0,0,0,10.092
398,0,0,0,0,10.131
399,0,0,2,0,10.118
400,0,0,1,0,10.106
401,0,0,0,0,10.088
402,0,0,1,0,10.13
403,0,1,1,0,10.006
404,0,0,0,0,10.133
405,0,0,1,0,10.04
406,0,0,0,0,10.151
407,0,0,0,0,10.095
408,0,0,1,0,10.121
409,0,0,0,0,10.082
410,0,0,0,0,10.097
411,0,0,0,0,10.08
412,0,0,2,0,10.026
413,0,0,1,0,10.126
414,0,0,1,0,10.102
415,0,0,0,0,10.164
416,0,0,0,0,10.114
417,0,0,0,0,10.088
418,0,0,0,0,10.123
419,0,0,0,0,10.133
420,0,0,0,0,10.1
421,0,0,0,0,10.154
422,0,1,0,0,9.682
423,0,1,1,0,10.145
424,0,0,0,0,10.029
425,0,1,1,0,9.726
426,0,0,1,0,10.107
427,0,0,0,0,10.154
428,0,0,0,0,10.062
429,0,1,2,0,10.011
430,0,0,1,0,10.156
431,0,0,1,0,10.099
432,0,0,2,0,10.074
433,0,0,0,0,10.124
434,0,0,0,0,10.12
435,1,1,1,0,9.756
436,0,0,0,0,10.148
437,0,0,2,0,10.035
438,0,0,0,0,10.119
439,0,0,0,0,10.113
440,0,0,0,0,10.159
441,0,0,1,0,9.951
442,0,0,1,0,10.109
443,0,0,0,0,10.157
444,0,0,0,0,10.124
445,0,2,0,0,10.132
446,0,0,0,0,10.098
447,0,0,1,0,10.106
448,0,3,1,0,10.132
449,0,1,1,0,9.811
450,0,0,0,0,10.164
451,0,0,1,0,10.112
452,0,1,1,0,9.987
453,0,0,0,0,10.155
454,0,0,0,0,10.106
455,0,0,0,0,10.117
456,0,0,0,0,10.169
457,0,0,1,0,10.022
458,0,0,1,0,10.09
459,0,0,0,0,10.13
460,0,1,1,0,10.064
461,0,0,1,0,10.189
462,0,0,0,0,10.188
463,0,1,0,0,9.798
464,1,0,0,0,9.975
465,0,0,0,0,10.087
466,0,1,0,0,9.695
467,0,0,0,0,10.129
468,0,1,0,0,10.035
469,0,0,1,0,10.204
470,0,1,0,0,9.998
471,0,1,1,0,9.868
472,0,0,1,0,10.028
473,0,0,0,0,10.151
474,0,1,1,0,10.189
475,0,0,0,0,10.121
476,0,1,1,0,9.661
477,0,1,1,0,10.009
478,0,0,0,0,10.04
479,0,0,3,0,9.961
480,0,0,0,0,10.126
481,0,0,0,0,10.051
482,0,0,0,0,10.121
483,0,0,0,0,10.105
484,0,1,0,0,9.892
485,0,0,1,0,10.039
486,0,0,0,0,10.118
487,0,1,1,0,9.662
488,0,0,1,0,10.064
489,0,0,1,0,10.097
490,0,0,0,0,10.154
491,0,0,0,0,10.146
492,0,0,0,0,10.141
493,0,0,0,0,10.137
494,1,1,0,0,10.053
495,0,0,0,0,10.032
496,0,0,1,0,10.051
497,0,0,1,0,10.091
498,0,0,1,0,9.953
499,0,0,0,0,10.146
500,0,0,2,0,10.081
501,0,0,1,0,10.166
502,0,0,2,0,10.099
503,0,0,1,0,10.037
504,0,0,0,0,10.103
505,0,0,0,0,10.127
506,0,0,2,0,10.075
507,0,0,0,0,10.221
508,0,0,0,0,10.103
509,0,0,0,0,10.154
510,1,1,2,0,9.915
511,0,0,1,0,10.117
512,0,1,1,0,10.051
513,0,1,0,0,10.092
514,0,0,0,0,10.135
515,0,0,0,0,10.048
516,0,0,0,0,10.11
517,0,0,0,0,10.092
518,0,0,2,0,10.17
519,0,0,0,0,10.112
520,0,0,0,0,10.1
521,0,0,0,0,10.125
