Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
379,0,1,0,65,5.849
380,0,0,1,65,5.845
381,0,0,1,67,5.975
382,0,1,2,62,5.568
383,0,1,1,65,5.865
384,0,0,0,65,5.843
385,0,0,2,67,5.989
386,1,0,0,66,5.929
387,0,0,0,65,5.86
388,0,0,0,65,5.87
389,0,0,1,65,5.857
390,0,0,0,65,5.887
391,0,0,1,65,5.884
392,0,0,1,64,5.801
393,0,0,0,66,5.972
394,0,0,0,65,5.844
395,0,0,0,65,5.84
396,0,0,1,66,5.97
397,0,0,0,65,5.83
398,0,0,0,65,5.853
399,0,2,0,65,5.798
400,0,0,0,66,5.954
401,0,0,1,66,5.964
402,0,0,0,66,5.955
403,0,0,2,65,5.901
404,0,0,1,65,5.83
405,0,1,1,64,5.773
406,0,0,1,65,5.829
407,0,0,1,66,5.892
408,0,0,0,65,5.868
409,0,1,0,65,5.818
410,0,0,1,65,5.828
411,0,0,0,65,5.861
412,0,0,2,66,5.941
413,0,0,0,65,5.887
414,0,0,0,65,5.86
415,0,0,0,65,5.844
416,0,0,0,65,5.885
417,0,1,1,65,5.866
418,0,0,1,66,5.948
419,0,0,1,65,5.807
420,0,0,1,64,5.792
421,0,0,0,65,5.826
422,0,0,0,66,5.965
423,0,0,0,65,5.848
424,0,0,0,65,5.896
425,0,0,0,66,5.93
426,0,1,1,66,5.98
427,0,0,2,65,5.844
428,0,0,0,66,5.946
429,0,0,0,66,5.948
430,0,0,0,66,5.901
431,0,0,0,66,5.921
432,0,0,0,65,5.894
433,0,0,0,66,5.949
434,0,0,1,66,5.933
435,0,0,2,66,5.928
436,0,0,0,67,5.978
437,0,0,0,65,5.871
438,0,0,0,65,5.863
439,0,1,1,65,5.851
440,0,0,0,66,5.924
441,0,0,2,65,5.841
442,0,0,0,65,5.851
443,0,0,1,66,5.939
444,0,0,1,65,5.873
445,0,0,0,67,6.015
446,0,0,0,66,5.947
447,0,0,2,65,5.884
448,0,0,0,65,5.861
449,0,0,0,65,5.859
450,0,0,0,65,5.894
451,0,0,0,66,5.919
452,0,0,1,65,5.843
453,0,0,0,67,6.002
454,0,0,1,65,5.86
455,0,0,0,65,5.871
456,0,0,1,65,5.853
457,0,0,1,65,5.852
458,0,0,0,65,5.853
459,0,1,1,65,5.827
460,0,0,0,65,5.89
461,0,0,1,65,5.856
462,0,0,0,65,5.873
463,0,0,1,65,5.826
464,0,1,0,65,5.897
465,0,0,0,67,6.025
466,0,0,1,65,5.881
467,0,0,0,65,5.803
468,0,0,0,65,5.833
469,0,0,1,66,5.967
470,0,1,0,63,5.703
471,0,1,0,65,5.83
472,0,0,2,65,5.879
473,0,0,0,66,5.909
474,0,0,0,65,5.865
475,0,1,0,65,5.851
476,0,0,1,65,5.841
477,0,0,2,65,5.869
478,0,0,1,66,5.957
479,0,0,1,66,5.917
480,0,0,0,65,5.844
481,0,0,0,65,5.869
482,0,0,0,65,5.81
483,0,0,0,65,5.835
484,0,0,0,67,6.07
485,0,0,0,65,5.841
486,0,0,3,67,6.001
487,0,0,0,65,5.871
488,1,0,1,65,5.86
489,0,0,0,65,5.838
490,0,0,0,66,5.949
491,0,0,0,65,5.746
492,1,0,1,65,5.826
493,0,0,1,65,5.885
494,0,0,0,65,5.859
495,0,1,2,63,5.68
496,0,0,0,65,5.836
497,1,0,2,65,5.885
498,0,1,1,64,5.786
499,0,0,0,67,6.05
500,0,0,1,66,5.917
501,0,1,2,64,5.775
502,0,0,0,65,5.894
503,0,0,0,66,5.959
504,0,0,0,66,5.949
505,0,0,1,65,5.846
506,0,0,0,65,5.868
507,0,0,0,66,5.922
508,0,0,0,66,5.945
509,0,0,2,65,5.845
510,0,0,1,65,5.834
511,0,0,1,66,5.961
512,0,0,1,67,6.065
513,0,0,1,65,5.867
514,0,0,1,66,5.954
515,0,0,1,67,6.058
516,0,0,0,65,5.866
517,0,0,0,66,5.944
518,0,0,0,66,5.959
519,0,1,0,67,5.996
520,0,0,0,65,5.841
521,0,0,0,66,5.964
