Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
81,0,1,1,17,8.606
82,0,0,0,12,9.364
83,0,1,1,17,9.046
84,0,1,1,16,9.1
85,0,0,1,16,9.033
86,0,0,0,15,9.313
87,0,0,1,13,9.433
88,0,0,1,13,9.29
89,0,0,1,15,9.16
90,0,1,1,19,8.779
91,0,0,1,11,9.405
92,0,0,0,12,9.38
93,0,0,0,15,9.3
94,0,0,0,15,9.209
95,0,0,1,14,9.044
96,0,0,0,15,9.165
97,0,0,1,18,8.924
98,0,0,0,17,9.014
99,0,0,0,21,8.684
100,0,0,1,15,9.175
101,0,0,0,15,9.24
102,0,0,1,20,8.828
103,0,0,1,18,8.875
104,0,0,0,16,9.042
105,0,1,1,10,9.486
106,0,0,0,12,9.482
107,0,0,0,15,9.165
108,0,0,0,22,8.666
109,0,0,1,14,9.2
110,0,1,0,19,8.789
111,0,0,1,18,8.939
112,0,1,0,13,9.214
113,0,0,0,15,9.184
114,0,0,1,21,8.714
115,0,1,1,23,8.165
116,0,1,0,13,9.297
117,0,0,0,20,8.874
118,0,0,0,14,9.3
119,0,0,0,15,9.25
120,0,0,1,20,8.728
121,0,0,0,13,9.307
122,0,0,0,18,8.911
123,0,0,1,18,8.916
124,0,0,0,15,9.197
125,0,0,2,16,9.017
126,0,0,0,16,9.107
127,0,0,0,18,8.907
128,0,0,1,15,9.158
129,0,0,0,17,9.051
130,0,0,1,16,9.025
131,0,1,0,15,9.179
132,0,0,1,18,8.986
133,0,0,1,17,8.938
134,0,1,1,13,9.267
135,0,0,0,9,9.67
136,0,1,0,12,9.088
137,0,0,0,14,9.193
138,0,0,1,23,8.454
139,0,0,0,14,9.198
140,0,0,0,12,9.488
141,0,1,0,21,8.743
142,0,0,0,10,9.565
143,0,0,0,17,9.033
144,0,0,0,15,9.187
145,0,1,1,14,8.972
146,0,0,1,13,9.477
147,0,1,0,15,9.014
148,0,0,0,18,8.939
149,0,0,1,14,9.186
150,0,0,1,13,9.217
151,0,0,0,15,9.286
152,0,1,0,20,8.871
153,0,0,1,13,9.258
154,0,1,1,11,9.121
155,0,0,0,15,9.259
156,0,1,1,17,9.023
157,0,0,0,20,8.773
158,0,0,0,16,9.148
159,0,0,0,17,9.11
160,0,0,1,19,8.95
161,0,0,1,11,9.406
162,0,0,1,7,9.607
163,0,0,1,16,9.095
164,0,0,1,18,8.858
165,0,0,3,10,9.49
166,0,0,0,19,8.814
167,0,1,1,20,8.461
168,0,0,2,11,9.296
169,0,0,1,10,9.574
170,0,0,0,17,8.981
171,0,0,1,15,8.992
172,0,0,1,12,9.295
173,0,1,0,19,8.732
174,0,0,0,16,9.062
175,0,0,0,21,8.924
176,0,0,0,17,9.083
177,0,0,0,16,8.977
178,0,0,0,18,8.86
179,0,0,1,14,9.278
180,0,0,0,14,9.283
181,0,0,0,13,9.322
182,0,0,1,21,8.802
183,0,0,1,19,8.913
184,0,0,0,24,8.536
185,0,0,2,19,8.899
186,0,0,1,15,9.193
187,0,0,1,21,8.649
188,0,0,0,17,9.042
189,0,1,0,9,9.616
190,0,0,1,20,8.858
191,0,0,0,16,9.022
192,0,0,0,13,9.42
193,0,1,0,17,8.924
194,0,1,0,15,8.787
195,0,0,0,14,9.221
196,0,1,1,21,8.815
197,0,0,3,12,9.162
198,0,0,1,15,9.14
199,0,1,0,24,8.512
200,0,1,2,12,9.188
201,0,0,0,10,9.48
202,0,0,0,12,9.361
203,0,0,0,16,9.168
204,0,0,1,12,9.41
205,0,1,0,19,8.703
206,0,0,1,10,9.408
207,0,0,1,13,9.496
208,0,0,1,12,9.422
209,0,0,0,17,8.971
210,0,0,0,18,9.069
211,0,0,0,17,8.968
212,0,0,0,16,9.084
213,0,0,1,17,9.037
214,0,0,1,17,8.973
215,0,0,1,20,8.777
216,0,0,0,15,9.094
217,0,0,1,12,9.43
218,0,0,1,12,9.352
219,0,0,0,23,8.693
220,0,0,1,16,9.097
221,0,0,0,21,8.742
222,0,0,0,15,9.129
223,0,0,2,14,9.375
224,0,0,1,17,8.879
225,0,1,0,13,9.101
226,0,0,0,16,9.082
227,0,0,0,15,9.192
228,0,0,0,17,8.971
229,0,1,1,12,8.964
230,0,0,1,10,9.329
231,0,0,1,15,9.16
232,0,0,0,15,9.093
233,1,0,0,19,8.908
234,0,1,0,17,9.021
235,0,0,0,14,9.365
236,0,0,0,17,8.992
237,0,0,1,24,8.563
238,0,0,0,16,9.101
239,0,0,0,15,9.177
240,0,0,0,14,9.439
241,0,0,0,12,9.289
242,0,0,1,18,8.944
243,0,1,0,18,8.995
244,0,0,0,12,9.265
245,0,0,1,21,8.933
246,0,1,1,17,8.925
247,0,0,1,17,8.981
248,0,0,1,13,9.253
249,0,0,0,15,9.119
250,0,0,1,16,9.109
251,0,0,0,7,9.697
252,0,0,2,17,9.079
253,0,0,2,15,9.163
254,0,0,0,13,9.331
255,0,0,1,21,8.951
256,0,0,0,14,9.321
257,0,0,0,13,9.348
258,0,0,1,14,9.23
259,0,0,1,14,9.255
260,0,0,0,20,8.951
261,0,1,0,19,8.979
262,0,0,0,18,8.601
263,0,0,1,12,9.405
264,0,0,1,17,9.005
265,0,0,0,13,9.394
266,0,1,1,18,8.828
267,0,0,0,12,9.333
268,0,0,0,15,9.262
269,0,0,0,24,8.516
270,0,0,0,17,9.15
271,0,0,1,14,9.211
272,0,0,0,17,8.982
273,0,0,0,10,9.527
274,0,0,1,18,8.857
275,0,0,1,13,9.397
276,0,0,0,15,9.129
277,0,0,0,12,9.47
278,0,1,0,17,9.016
279,0,0,0,17,9.047
280,1,0,0,17,9.036
281,0,1,1,19,8.339
282,0,0,0,11,9.446
283,0,0,0,12,9.531
284,0,0,0,15,9.12
285,0,0,1,10,9.533
286,0,1,0,17,8.746
287,0,0,1,20,8.739
288,0,0,1,9,9.535
289,1,0,1,15,9.137
290,0,0,0,13,9.277
291,0,0,0,12,9.392
292,0,1,1,21,8.654
293,0,0,2,15,9.092
294,0,0,0,15,9.12
295,0,0,2,14,9.225
296,0,0,0,20,8.838
297,0,0,0,15,9.137
298,0,0,1,8,9.613
299,0,0,0,12,9.502
300,0,0,0,18,8.979
301,0,0,0,13,9.367
302,0,0,0,16,9.069
303,0,1,0,13,8.864
304,0,0,1,16,9.041
305,0,0,1,10,9.483
306,0,0,0,16,9.152
307,0,0,1,16,9.188
308,0,0,3,17,9.04
309,0,0,0,13,9.339
310,0,0,1,17,9.005
311,0,0,0,19,8.922
312,0,0,0,11,9.364
313,0,0,0,13,9.383
314,0,0,1,13,9.251
315,0,0,1,12,9.318
316,0,0,0,13,9.155
317,0,1,0,25,8.497
318,0,0,2,14,9.148
319,0,0,1,17,9.136
320,0,0,1,12,9.359
321,0,0,2,19,8.845
322,0,0,0,17,9.148
323,0,0,0,14,9.216
324,0,0,0,19,8.91
325,0,0,0,13,9.315
326,0,0,2,12,9.408
327,0,0,2,20,8.863
328,0,0,0,8,9.61
329,0,0,0,10,9.483
330,0,0,0,12,9.308
331,0,1,0,12,9.323
332,0,0,2,20,8.786
333,0,0,1,15,9.094
334,0,1,0,14,8.787
335,0,0,1,16,9.061
336,0,0,0,16,9.18
337,0,0,0,14,9.214
338,0,1,0,14,9.291
339,0,1,1,15,9.139
340,0,0,0,17,8.967
341,0,1,0,13,8.916
342,0,0,0,20,9.049
343,0,0,0,17,8.994
344,0,0,0,21,8.582
345,0,0,0,19,9.007
346,0,0,0,15,9.295
347,0,0,1,16,9.116
348,0,0,0,17,8.982
349,0,0,1,17,8.904
350,0,0,0,16,9.059
351,0,0,2,17,8.994
352,0,0,0,10,9.482
353,0,0,0,10,9.509
354,0,2,1,18,8.833
355,0,0,0,11,9.447
356,0,0,1,14,9.09
357,0,0,0,16,9.115
358,0,0,0,19,8.813
359,0,0,0,13,9.366
360,0,0,0,13,9.242
361,0,0,0,17,9.029
362,0,0,0,21,8.778
363,0,0,0,18,8.893
364,0,1,0,18,8.9
365,0,0,0,17,8.964
366,0,0,0,19,8.928
367,0,0,0,14,9.318
368,0,0,2,20,8.797
369,0,0,0,21,8.67
370,0,0,0,20,8.737
371,1,1,0,17,8.722
372,0,0,0,16,9.027
373,0,0,0,16,9.108
374,0,0,0,17,9.016
375,0,1,0,14,8.999
376,0,0,1,16,8.908
377,0,0,0,15,9.101
378,1,0,1,15,9.134
379,0,0,1,23,8.615
380,0,0,1,15,9.045
381,1,1,1,14,8.918
382,0,0,2,8,9.313
383,0,0,2,14,9.038
384,0,0,0,12,9.377
385,0,0,1,11,9.361
386,0,0,0,19,9.003
387,0,0,1,12,9.56
388,0,0,0,18,9.025
389,0,0,2,14,9.23
390,0,0,0,16,9.091
391,0,1,0,14,9.247
392,0,1,2,11,9.313
393,0,0,2,18,8.901
394,0,1,2,13,8.764
395,0,0,0,20,8.745
396,0,0,1,14,9.261
397,0,0,0,12,9.366
398,0,0,0,16,9.034
399,0,0,0,17,9.016
400,0,0,0,12,9.399
401,0,0,0,9,9.594
402,0,0,2,25,8.409
403,0,0,1,15,9.132
404,0,0,2,15,9.07
405,0,0,0,16,9.108
406,0,0,1,15,9.086
407,0,0,1,27,8.307
408,0,0,0,22,8.507
409,0,0,0,14,9.263
410,0,0,0,15,9.106
411,0,1,0,14,9.189
412,0,0,0,13,9.272
413,0,0,1,9,9.617
414,0,0,1,18,8.89
415,0,0,1,21,8.758
416,0,0,0,13,9.281
417,0,0,1,17,8.918
418,0,0,1,14,9.227
419,0,0,0,13,9.208
420,0,0,0,19,8.868
421,0,0,0,11,9.517
422,0,0,0,19,8.849
423,0,0,1,18,9.007
424,0,0,0,18,9.074
425,0,0,0,10,9.54
426,0,0,1,20,8.79
427,0,0,0,15,9.124
428,0,0,0,20,8.819
429,0,0,0,7,9.733
430,0,0,0,21,8.655
431,0,0,2,20,8.803
432,0,0,1,20,8.706
433,0,1,0,8,9.184
434,0,0,0,15,9.071
435,0,1,1,10,9.107
436,0,0,0,17,9.038
437,0,0,0,13,9.252
438,0,0,0,17,9.058
439,0,1,1,21,8.611
440,0,0,1,17,8.962
441,0,0,1,17,9.12
442,0,0,0,17,8.9
443,0,1,1,18,8.92
444,0,0,0,13,9.209
445,0,0,0,18,9.062
446,0,0,0,22,8.846
447,0,0,1,14,9.287
448,0,0,1,11,9.217
449,0,0,0,11,9.386
450,0,0,1,19,8.932
451,0,0,2,14,9.249
452,0,0,0,15,9.053
453,0,0,0,22,8.724
454,0,0,2,14,9.346
455,0,0,1,7,9.776
456,0,0,0,15,9.209
457,0,2,2,13,9.261
458,0,0,1,20,8.839
459,0,0,0,20,8.687
460,0,0,0,10,9.573
461,0,0,1,16,9.127
462,1,0,3,17,9.016
463,0,0,2,14,9.199
464,0,0,0,16,9.12
465,0,0,1,18,9.01
466,0,1,0,17,8.484
467,0,0,2,17,9.016
468,0,0,1,19,8.778
469,0,0,0,16,9.073
470,0,0,1,19,8.895
471,0,0,0,17,9.107
472,1,0,0,16,9.097
473,0,0,1,10,9.576
474,0,1,1,17,8.949
475,0,0,1,16,9.025
476,0,0,1,14,9.325
477,0,1,3,16,8.642
478,0,0,0,11,9.432
479,0,0,0,15,9.292
480,0,0,0,15,9.189
481,0,0,0,20,8.797
482,0,0,0,18,8.994
483,0,1,0,18,9
484,0,0,1,23,8.639
485,0,0,0,14,9.251
486,0,1,0,18,8.93
487,0,1,0,14,9.218
488,0,0,0,14,9.191
489,0,0,1,19,8.832
490,0,0,0,14,9.238
491,0,0,1,16,9.157
492,0,0,1,15,9.068
493,0,0,0,18,9.045
494,0,1,0,15,9.198
495,0,0,0,20,8.713
496,0,0,1,16,8.996
497,0,0,1,13,9.386
498,0,0,1,15,9.247
499,0,0,0,11,9.292
500,0,0,2,19,8.825
501,0,1,0,17,8.51
502,0,0,0,15,9.163
503,0,0,1,17,9.056
504,0,0,1,17,8.975
505,0,0,0,14,9.22
506,0,0,0,11,9.561
507,0,0,1,16,9.022
508,0,0,1,18,8.857
509,0,1,0,16,8.59
510,0,0,1,17,9.06
511,0,0,0,14,9.257
512,0,0,0,9,9.582
513,0,0,1,13,9.103
514,0,0,1,16,9.013
515,0,0,2,14,9.25
516,0,0,1,27,8.205
517,0,1,0,17,8.976
518,0,0,0,16,9.093
519,0,0,1,15,9.284
520,0,0,1,15,9.126
521,0,1,0,15,8.933
