Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
407,0,0,0,46,7.444
408,0,0,1,52,7.01
409,0,0,1,50,6.845
410,0,0,4,55,6.581
411,0,0,2,52,6.784
412,0,0,0,51,6.857
413,0,0,0,48,7.081
414,0,0,2,51,7.113
415,0,0,0,47,7.269
416,0,0,0,53,7.008
417,0,0,0,52,6.775
418,0,0,1,54,6.675
419,0,0,2,51,6.716
420,0,1,0,49,6.919
421,0,0,0,53,6.668
422,0,0,0,55,6.485
423,0,0,1,56,6.482
424,0,0,0,48,7.145
425,0,0,0,53,6.756
426,0,0,0,51,6.817
427,0,0,0,56,6.543
428,0,0,0,47,7.238
429,0,0,0,51,6.851
430,0,0,0,50,7.121
431,0,1,0,51,6.729
432,0,0,1,50,6.895
433,0,0,1,48,7.046
434,0,1,0,49,7.048
435,0,0,0,52,6.864
436,0,0,0,49,7.216
437,0,0,1,49,7.09
438,0,1,1,52,6.892
439,0,0,0,49,7.051
440,0,0,0,49,7.24
441,0,0,0,53,6.813
442,0,0,2,49,6.968
443,0,0,2,53,6.685
444,0,0,0,49,7.2
445,0,0,0,56,6.729
446,0,0,1,48,7.168
447,0,0,0,50,6.976
448,0,0,1,47,7.35
449,0,0,0,48,7.105
450,0,0,1,48,7.149
451,0,0,0,47,7.37
452,0,0,1,48,7.202
453,0,0,1,54,6.879
454,0,0,2,48,6.954
455,0,0,0,50,7
456,0,0,0,50,6.88
457,0,0,0,50,7.124
458,0,0,0,52,6.802
459,0,0,0,56,6.464
460,0,0,0,48,7.228
461,0,0,0,51,6.909
462,0,0,0,52,6.782
463,0,0,1,52,6.93
464,0,0,0,58,6.628
465,0,0,0,50,7.058
466,0,0,0,54,6.645
467,0,0,0,51,6.882
468,0,0,0,50,6.928
469,0,0,0,55,6.676
470,0,0,1,49,7.209
471,0,1,0,52,6.969
472,0,1,1,49,6.899
473,0,0,0,49,6.898
474,0,0,1,55,6.735
475,0,0,0,55,6.733
476,0,0,0,56,6.667
477,0,0,0,50,7.222
478,0,0,0,51,6.891
479,0,0,0,49,7.11
480,0,0,0,48,7.201
481,0,0,0,52,6.625
482,0,0,1,54,6.891
483,0,0,3,47,7.068
484,0,0,1,54,6.754
485,0,0,1,49,7.05
486,1,0,1,51,6.983
487,0,0,0,51,6.907
488,1,0,1,56,6.603
489,0,0,3,48,7.045
490,0,0,1,44,7.329
491,0,0,0,54,6.552
492,0,0,0,50,7.043
493,0,0,0,53,6.751
494,0,0,1,53,6.727
495,0,0,1,54,6.576
496,0,0,0,53,6.856
497,0,0,0,52,7.034
498,0,0,1,59,6.509
499,0,0,0,48,7.276
500,0,0,0,46,7.346
501,1,0,1,50,7.043
502,0,0,0,49,7.066
503,0,0,0,54,6.632
504,0,0,0,47,7.274
505,0,0,0,50,7.026
506,0,0,1,54,6.789
507,0,1,2,52,6.772
508,0,0,0,50,7.123
509,0,1,1,47,7.221
510,0,0,0,54,6.762
511,0,0,0,51,6.813
512,0,0,0,52,7.002
513,0,0,0,51,6.908
514,0,0,1,50,6.812
515,0,1,1,49,6.887
516,0,0,0,53,6.854
517,0,0,2,46,7.275
518,0,0,1,49,6.967
519,0,2,1,54,6.782
520,0,0,0,52,6.877
521,0,0,0,52,7.029
