Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
189,0,0,0,0,8.514
190,0,1,0,0,8.183
191,0,0,2,0,8.238
192,0,0,0,0,8.505
193,0,0,0,0,8.546
194,0,0,2,0,8.523
195,0,0,1,0,8.392
196,0,0,1,0,8.547
197,0,1,1,0,8.365
198,0,0,0,0,8.449
199,0,0,0,0,8.449
200,0,2,0,0,8.1
201,0,0,0,0,8.547
202,0,0,0,0,8.556
203,0,1,0,0,8.367
204,0,0,1,0,8.42
205,0,0,0,0,8.482
206,0,0,0,0,8.458
207,0,1,0,0,8.328
208,0,2,1,0,7.879
209,0,0,0,0,8.463
210,0,0,1,0,8.473
211,0,0,0,0,8.491
212,0,0,1,0,8.459
213,0,0,1,0,8.479
214,0,1,0,0,8.249
215,0,0,0,0,8.489
216,0,0,1,0,8.461
217,0,0,1,0,8.535
218,0,0,0,0,8.437
219,0,0,1,0,8.472
220,0,0,2,0,8.437
221,0,0,0,0,8.468
222,0,0,1,0,8.393
223,0,1,0,0,8.292
224,0,0,0,0,8.502
225,0,0,0,0,8.517
226,0,0,0,0,8.495
227,0,0,0,0,8.47
228,0,0,1,0,8.479
229,0,0,0,0,8.427
230,0,0,1,0,8.531
231,0,0,1,0,8.447
232,0,0,1,0,8.451
233,1,1,0,0,0.318
234,0,1,1,0,8.17
235,0,0,1,0,8.469
236,0,0,1,0,8.486
237,0,0,0,0,8.549
238,0,0,0,0,8.495
239,0,0,0,0,8.511
240,0,0,0,0,8.505
241,0,0,2,0,8.419
242,0,1,0,0,8.325
243,1,0,1,0,5.112
244,0,0,0,0,5.191
245,0,0,0,0,8.509
246,0,1,0,0,8.116
247,0,0,1,0,8.532
248,0,0,0,0,8.465
249,0,0,0,0,8.486
250,0,0,2,0,8.454
251,0,0,1,0,8.466
252,0,0,1,0,8.453
253,0,0,0,0,8.531
254,0,0,0,0,8.503
255,0,0,1,0,8.421
256,0,0,0,0,8.519
257,0,0,0,0,8.538
258,0,0,0,0,8.532
259,0,0,0,0,8.46
260,0,0,0,0,8.536
261,0,0,0,0,8.521
262,0,0,2,0,8.496
263,0,0,0,0,8.51
264,0,0,0,0,8.502
265,0,1,2,0,8.384
266,0,1,0,0,8.442
267,0,0,1,0,8.489
268,0,1,1,0,8.179
269,0,0,0,0,8.513
270,0,0,1,0,8.533
271,0,0,0,0,8.449
272,0,2,0,0,7.678
273,0,0,0,0,8.47
274,0,1,1,0,8.02
275,0,0,3,0,8.362
276,0,0,0,0,8.544
277,0,0,1,0,8.497
278,0,0,1,0,8.514
279,0,0,1,0,8.425
280,0,0,0,0,8.537
281,0,0,1,0,8.428
282,0,0,0,0,8.431
283,0,0,2,0,8.273
284,0,0,0,0,8.516
285,0,0,0,0,8.506
286,0,0,0,0,8.489
287,0,0,0,0,8.48
288,0,0,0,0,8.484
289,0,0,1,0,8.572
290,0,0,1,0,8.522
291,0,0,0,0,8.451
292,0,0,1,0,8.465
293,0,0,0,0,8.406
294,0,0,1,0,8.452
295,0,0,1,0,8.46
296,0,0,0,0,8.5
297,0,0,0,0,8.498
298,0,0,1,0,8.528
299,0,0,0,0,8.576
300,0,1,0,0,8.116
301,0,0,0,0,8.555
302,0,0,0,0,8.459
303,0,0,0,0,8.495
304,0,0,3,0,8.372
305,0,0,2,0,8.457
306,0,0,1,0,8.53
307,0,0,0,0,8.516
308,0,0,1,0,8.549
309,0,0,0,0,8.515
310,0,0,0,0,8.517
311,0,0,0,0,8.392
312,0,0,0,0,8.464
313,0,0,0,0,8.499
314,1,0,0,0,3.051
315,0,1,0,0,8.328
316,0,0,1,0,8.494
317,0,1,0,0,8.04
318,0,0,0,0,8.539
319,0,0,0,0,8.484
320,0,0,1,0,8.497
321,0,0,1,0,8.496
322,0,0,0,0,8.498
323,0,1,0,0,8.143
324,1,0,2,0,3.308
325,0,1,0,0,5.108
326,0,0,0,0,8.489
327,0,1,1,0,8.165
328,0,0,1,0,8.539
329,0,0,1,0,8.31
330,0,0,0,0,8.489
331,0,0,1,0,8.509
332,0,0,1,0,8.414
333,0,0,0,0,8.487
334,0,0,0,0,8.45
335,0,2,0,0,7.846
336,0,0,0,0,8.513
337,0,0,0,0,8.512
338,0,0,0,0,8.475
339,0,0,0,0,8.531
340,0,0,0,0,8.512
341,0,0,1,0,8.404
342,0,1,1,0,8.059
343,0,0,0,0,8.536
344,0,0,0,0,8.488
345,0,0,0,0,8.54
346,0,0,0,0,8.527
347,0,0,1,0,8.519
348,0,0,1,0,8.453
349,0,0,0,0,8.468
350,0,1,0,0,8.159
351,0,0,0,0,8.512
352,0,0,1,0,8.444
353,0,1,0,0,8.188
354,0,0,1,0,8.481
355,0,0,0,0,8.52
356,0,0,1,0,8.556
357,0,0,1,0,8.532
358,0,0,1,0,8.463
359,0,0,0,0,8.445
360,0,0,0,0,8.515
361,0,0,2,0,8.426
362,0,1,0,0,8.016
363,0,0,0,0,8.47
364,0,1,1,0,8.223
365,0,1,0,0,8.217
366,1,0,2,0,6.243
367,0,0,0,0,3.399
368,0,0,0,0,8.529
369,0,0,1,0,8.466
370,0,0,1,0,8.492
371,0,0,1,0,8.545
372,0,0,0,0,8.457
373,0,0,1,0,8.529
374,0,0,0,0,8.523
375,0,0,0,0,8.497
376,0,0,0,0,8.477
377,0,0,2,0,8.338
378,0,1,1,0,8.193
379,0,1,1,0,8.15
380,0,0,1,0,8.474
381,0,0,1,0,8.474
382,0,1,2,0,8.063
383,0,0,0,0,8.541
384,0,1,0,0,8.108
385,0,0,1,0,8.428
386,0,1,0,0,8.091
387,0,0,1,0,8.481
388,0,0,0,0,8.525
389,0,0,1,0,8.467
390,0,1,0,0,8.384
391,0,0,0,0,8.543
392,0,1,1,0,8.148
393,0,0,1,0,8.463
394,0,0,0,0,8.491
395,0,0,0,0,8.511
396,0,2,0,0,8.122
397,0,0,0,0,8.454
398,0,0,0,0,8.468
399,0,0,0,0,8.489
400,0,0,0,0,8.51
401,0,0,1,0,8.432
402,0,0,1,0,8.446
403,0,0,1,0,8.451
404,0,0,0,0,8.502
405,0,0,0,0,8.484
406,0,0,0,0,8.498
407,0,0,0,0,8.494
408,0,0,1,0,8.424
409,0,0,0,0,8.529
410,0,0,0,0,8.478
411,0,0,1,0,8.458
412,0,1,0,0,8.236
413,0,0,0,0,8.548
414,0,0,1,0,8.469
415,0,1,0,0,8.364
416,0,0,0,0,8.572
417,0,0,1,0,8.474
418,0,0,1,0,8.466
419,0,0,2,0,8.356
420,0,0,0,0,8.577
421,0,0,1,0,8.441
422,0,0,0,0,8.494
423,0,0,0,0,8.466
424,0,0,0,0,8.533
425,0,1,1,0,8.264
426,0,0,1,0,8.367
427,0,0,0,0,8.507
428,0,0,0,0,8.492
429,0,1,0,0,8.253
430,0,0,0,0,8.489
431,0,0,0,0,8.526
432,0,0,0,0,8.504
433,0,0,1,0,8.529
434,0,0,0,0,8.442
435,0,0,1,0,8.46
436,0,0,2,0,8.513
437,0,0,0,0,8.397
438,0,0,0,0,8.501
439,1,0,1,0,3.391
440,0,0,1,0,5.926
441,0,0,1,0,8.52
442,0,0,0,0,8.503
443,0,0,1,0,8.5
444,0,0,1,0,8.279
445,0,0,0,0,8.506
446,0,0,0,0,8.515
447,0,0,2,0,8.504
448,0,0,0,0,8.433
449,0,0,0,0,8.489
450,0,0,0,0,8.511
451,0,0,0,0,8.512
452,0,0,0,0,8.511
453,0,1,0,0,8.201
454,0,0,0,0,8.528
455,0,0,0,0,8.448
456,0,0,0,0,8.529
457,0,1,1,0,8.056
458,0,0,0,0,8.494
459,0,0,1,0,8.493
460,0,0,1,0,8.491
461,0,0,0,0,8.504
462,0,0,0,0,8.536
463,0,0,0,0,8.496
464,0,0,0,0,8.551
465,0,0,0,0,8.493
466,0,0,1,0,8.444
467,0,0,1,0,8.47
468,0,0,2,0,8.491
469,0,0,0,0,8.438
470,0,0,2,0,8.384
471,0,1,0,0,8.186
472,0,1,0,0,8.126
473,0,0,0,0,8.522
474,0,1,1,0,8.277
475,0,0,0,0,8.522
476,0,0,1,0,8.436
477,0,2,1,0,8.184
478,0,0,1,0,8.421
479,0,0,0,0,8.492
480,0,0,1,0,8.425
481,0,0,0,0,8.495
482,0,0,1,0,8.51
483,0,0,0,0,8.51
484,0,0,1,0,8.479
485,0,0,1,0,8.541
486,0,0,0,0,8.436
487,0,0,2,0,8.373
488,0,0,0,0,8.462
489,0,0,1,0,8.396
490,0,0,0,0,8.501
491,0,1,0,0,8.309
492,0,0,1,0,8.448
493,0,0,0,0,8.499
494,0,0,0,0,8.52
495,0,1,0,0,8.306
496,0,0,0,0,8.481
497,0,0,0,0,8.469
498,0,0,0,0,8.463
499,0,0,2,0,8.346
500,0,0,0,0,8.496
501,0,0,0,0,8.547
502,0,1,0,0,8.483
503,0,0,0,0,8.546
504,0,1,0,0,8.298
505,0,0,1,0,8.437
506,0,0,0,0,8.546
507,0,0,2,0,8.435
508,0,0,0,0,8.434
509,0,0,0,0,8.498
510,0,0,1,0,8.526
511,0,0,2,0,8.45
512,0,1,0,0,8.383
513,1,0,1,0,8.39
514,0,0,0,0,5.109
515,0,0,0,0,8.475
516,0,0,2,0,8.417
517,0,0,0,0,8.489
518,0,0,0,0,8.541
519,0,0,1,0,8.45
520,0,0,0,0,8.526
521,0,0,0,0,8.497
