Cas,Poruch cepel,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
188,0,0,1,19,7.692
189,0,0,0,17,7.692
190,0,0,0,12,8.024
191,0,0,0,14,7.921
192,0,0,1,20,7.699
193,0,1,0,19,7.483
194,0,1,1,12,7.824
195,0,0,1,17,7.668
196,0,0,0,11,8.057
197,0,0,0,14,8.002
198,0,0,0,16,7.812
199,0,0,0,19,7.488
200,0,0,0,15,7.771
201,0,0,1,15,7.853
202,0,1,0,13,7.506
203,0,0,0,14,7.945
204,0,1,1,12,7.922
205,0,0,0,13,8.024
206,0,0,0,11,8.178
207,0,1,1,15,7.758
208,0,0,1,16,7.825
209,0,2,1,15,7.25
210,0,0,0,5,8.489
211,0,0,0,12,7.97
212,0,0,0,12,7.985
213,0,2,0,11,7.664
214,0,1,0,14,7.876
215,0,1,2,14,7.704
216,0,1,1,9,7.951
217,0,0,0,17,7.619
218,0,0,0,10,8.282
219,0,0,2,13,7.984
220,0,0,1,12,8.001
221,0,0,0,11,8.06
222,0,0,0,13,8.039
223,0,1,1,18,7.668
224,0,0,1,10,8.189
225,0,0,0,11,8.103
226,0,0,0,12,8.062
227,0,0,0,20,7.548
228,0,1,0,11,7.966
229,0,0,0,14,7.985
230,0,1,0,15,7.502
231,0,0,0,12,8.033
232,0,0,0,17,7.736
233,1,1,0,1,0.483
234,0,0,0,8,8.212
235,0,0,0,9,8.402
236,0,0,1,12,8.002
237,0,0,0,16,7.803
238,0,0,0,11,8.141
239,0,0,0,15,7.918
240,0,0,1,17,7.801
241,0,0,0,20,7.578
242,0,0,0,12,8.082
243,0,0,0,11,8.094
244,0,0,0,18,7.799
245,0,0,1,12,7.846
246,0,1,0,15,7.764
247,0,1,0,14,7.454
248,0,1,1,14,7.781
249,0,1,2,17,7.526
250,0,1,0,13,7.81
251,0,0,0,16,7.775
252,0,0,1,18,7.557
253,0,0,0,15,7.842
254,0,2,0,14,7.323
255,0,0,1,20,7.572
256,0,0,1,15,8.046
257,0,0,1,9,8.192
258,0,1,1,15,7.813
259,0,0,1,10,8.11
260,0,1,0,21,7.333
261,0,0,0,14,7.799
262,0,0,0,14,8.04
263,0,0,1,12,8.011
264,0,0,0,16,7.852
265,0,0,0,12,8.014
266,0,0,0,14,7.98
267,0,0,0,16,7.844
268,0,0,0,10,8.285
269,0,0,1,15,8.006
270,0,0,0,21,7.518
271,0,0,0,16,7.775
272,0,0,0,15,7.802
273,0,0,0,14,7.787
274,0,1,2,11,8.041
275,0,1,0,13,7.669
276,0,0,1,10,8.152
277,0,1,1,13,7.873
278,0,0,2,17,7.543
279,0,0,0,12,7.954
280,0,0,0,14,7.909
281,0,0,0,14,7.777
282,0,0,0,13,8.008
283,0,0,0,18,7.655
284,0,1,0,12,7.902
285,0,0,1,16,7.727
286,0,0,1,14,7.769
287,0,0,1,13,7.972
288,0,0,0,15,7.733
289,0,0,0,11,8.165
290,0,0,0,11,7.99
291,0,0,1,10,8.194
292,0,0,2,10,8.148
293,0,0,0,11,7.993
294,0,0,1,12,7.994
295,0,1,0,16,7.455
296,0,1,0,14,7.802
297,0,0,1,11,8.03
298,0,0,0,16,7.794
299,0,0,1,10,8.315
300,0,0,0,14,7.855
301,0,0,1,14,7.912
302,0,0,1,13,7.811
303,0,0,0,12,8.067
304,0,0,0,15,7.821
305,0,0,0,16,7.837
306,0,0,0,12,8.035
307,0,0,1,11,8.086
308,0,1,1,17,7.591
309,0,0,2,11,8.01
310,0,0,3,7,8.295
311,0,1,0,16,7.355
312,0,0,0,13,7.922
313,0,0,0,12,8.117
314,0,0,0,19,7.585
315,0,2,0,15,7.576
316,0,0,0,10,8.229
317,0,0,0,13,7.995
318,0,0,0,11,8.091
319,0,2,0,12,7.449
320,0,2,2,16,7.727
321,1,0,0,5,2.674
322,0,0,0,14,6.212
323,0,0,0,12,8.031
324,0,0,0,11,8.085
325,0,0,1,13,8.074
326,0,0,1,11,8.069
327,0,1,0,15,7.662
328,0,0,1,15,7.957
329,0,1,1,14,7.469
330,0,1,0,13,7.768
331,0,0,0,15,7.873
332,0,0,2,19,7.613
333,0,0,1,11,8.059
334,0,0,1,14,7.866
335,0,0,1,13,7.852
336,0,0,1,15,7.852
337,0,1,0,11,8.09
338,0,0,0,12,7.987
339,0,0,0,14,8.084
340,0,0,0,17,7.724
341,0,0,0,11,8.113
342,0,0,0,11,8.284
343,0,0,2,14,7.728
344,0,0,0,11,7.975
345,0,1,0,11,7.778
346,0,0,1,14,8.003
347,0,0,0,12,8.07
348,0,0,0,14,7.764
349,0,1,0,14,7.901
350,0,1,0,13,7.666
351,0,0,0,13,7.865
352,0,0,1,14,8.05
353,0,1,0,14,7.813
354,0,0,1,10,8.3
355,0,0,1,13,7.987
356,0,0,0,19,7.674
357,0,0,0,17,7.902
358,0,1,0,20,7.444
359,0,0,1,7,8.429
360,0,0,0,13,8.024
361,0,0,0,14,7.987
362,0,0,1,13,7.842
363,0,0,0,16,7.731
364,0,0,1,13,8.018
365,0,0,0,15,7.986
366,0,0,1,12,7.909
367,0,0,1,14,7.888
368,0,0,2,12,8.049
369,0,0,0,10,8.142
370,0,1,0,12,7.591
371,0,0,0,12,8.065
372,0,0,1,6,8.486
373,1,1,0,5,3.828
374,0,0,0,11,4.989
375,0,0,0,17,7.783
376,0,0,0,7,8.247
377,0,1,1,13,7.637
378,0,0,1,12,7.978
379,0,0,2,15,7.821
380,0,0,1,17,7.602
381,0,0,0,15,7.936
382,0,0,0,15,7.79
383,0,0,0,18,7.697
384,0,0,1,12,8.134
385,0,0,0,13,7.907
386,0,1,0,16,7.472
387,0,0,0,12,8.124
388,0,0,0,15,7.855
389,0,0,0,10,8.142
390,0,0,1,15,7.796
391,0,0,0,11,8.02
392,0,0,0,13,8.065
393,0,0,0,13,8.065
394,0,2,1,16,7.311
395,0,0,0,8,8.27
396,0,1,0,13,7.779
397,0,0,1,14,7.942
398,0,0,1,11,8.076
399,0,0,0,14,7.959
400,0,0,2,16,7.669
401,0,0,0,12,8.002
402,1,0,0,0,2.098
403,0,0,1,13,6.133
404,0,0,0,12,7.914
405,0,0,0,14,7.994
406,0,0,1,12,7.916
407,0,0,1,17,7.639
408,0,1,0,15,7.779
409,0,1,0,15,7.535
410,0,1,0,11,7.914
411,0,0,0,9,8.258
412,0,0,2,21,7.47
413,0,1,0,11,7.773
414,0,0,0,14,7.979
415,0,0,1,15,7.864
416,0,1,1,8,7.842
417,0,0,0,13,7.968
418,0,0,0,13,8.091
419,0,1,0,20,7.371
420,0,0,0,19,7.69
421,0,0,1,13,7.949
422,0,1,0,11,7.96
423,0,0,0,12,8.105
424,0,0,0,10,8.09
425,0,0,1,16,7.683
426,0,0,1,14,7.864
427,1,0,0,4,1.473
428,0,0,0,11,8.136
429,0,0,1,15,7.87
430,0,0,2,12,7.933
431,0,0,1,13,7.81
432,0,0,0,11,8.004
433,0,0,0,12,7.96
434,0,0,1,8,8.313
435,0,0,2,16,7.725
436,0,0,1,12,8.028
437,0,0,0,13,7.858
438,0,0,0,15,7.864
439,0,0,0,15,7.851
440,0,0,2,9,8.173
441,0,1,0,10,7.901
442,0,0,2,18,7.821
443,0,0,1,10,8.185
444,0,0,0,17,7.747
445,0,0,0,17,7.713
446,0,0,0,13,7.989
447,0,0,1,11,8.009
448,0,0,1,12,7.974
449,0,0,0,16,7.837
450,0,0,0,15,7.862
451,0,0,0,8,8.372
452,0,0,0,14,7.897
453,0,0,0,22,7.388
454,0,0,0,17,7.714
455,0,0,0,10,8.218
456,0,0,0,16,7.695
457,0,0,0,19,7.655
458,0,0,0,22,7.527
459,0,0,0,18,7.628
460,0,0,0,21,7.418
461,0,0,0,14,7.893
462,0,0,1,11,7.777
463,0,0,1,9,8.161
464,0,0,1,6,8.349
465,0,0,0,18,7.657
466,0,0,0,14,8.033
467,0,0,0,20,7.487
468,0,1,0,10,8.179
469,0,0,1,13,7.88
470,0,0,0,15,7.788
471,0,0,0,12,8.043
472,0,0,0,13,7.898
473,0,0,0,14,7.792
474,0,0,0,16,7.876
475,0,1,2,16,7.438
476,0,1,1,13,7.824
477,0,0,1,11,8.151
478,0,0,2,22,7.337
479,0,0,1,13,8.068
480,0,0,0,13,8.087
481,0,0,0,12,8.024
482,1,0,1,11,6.327
483,0,0,0,12,4.842
484,0,0,2,10,8.103
485,0,0,0,13,8.022
486,0,0,0,16,7.608
487,0,0,1,15,7.823
488,0,0,0,13,7.986
489,0,1,2,11,7.608
490,0,1,0,10,7.796
491,0,0,0,14,7.915
492,0,0,1,12,7.81
493,0,1,0,12,7.711
494,0,1,0,13,7.6
495,0,0,0,14,7.831
496,0,0,1,14,8.026
497,0,1,2,13,7.686
498,0,0,0,15,7.781
499,0,0,0,10,8.209
500,0,0,0,11,8.129
501,0,0,2,15,7.708
502,0,0,0,20,7.651
503,0,1,0,11,7.826
504,0,1,0,11,7.995
505,0,0,0,15,7.908
506,0,1,0,17,7.611
507,0,0,1,17,7.67
508,0,0,0,17,7.923
509,0,0,1,16,7.866
510,0,1,0,17,7.684
511,0,0,1,17,7.636
512,1,0,0,0,0.07
513,0,0,2,18,7.554
514,0,0,1,13,8.06
515,0,0,0,11,8.133
516,0,1,0,16,7.507
517,0,0,0,13,8.023
518,0,0,0,11,8.157
519,0,2,0,11,7.475
520,0,0,0,16,7.779
521,0,0,1,12,8.118
