Cas,Poruch cepele,Poruch filtru,Poruch stroje,Zatvrdnuti cokolady,Vyrobeno cokolady
1,0,0,1,14,7.968
2,0,0,1,13,7.87
3,0,0,0,19,7.662
4,0,0,0,17,7.851
5,0,1,0,20,7.281
6,0,0,1,18,7.579
7,0,0,0,16,7.953
8,0,0,1,20,7.416
9,0,0,2,11,8.002
10,0,0,0,18,7.62
11,0,0,0,20,7.664
12,0,0,0,14,7.923
13,0,0,1,17,7.718
14,0,0,1,19,7.533
15,0,1,2,19,7.232
16,0,0,0,16,7.731
17,0,1,0,20,7.343
18,0,1,1,21,7.126
19,0,0,1,13,7.95
20,0,0,0,20,7.5
21,0,0,0,20,7.702
22,0,1,1,13,7.827
23,0,1,0,23,6.994
24,0,0,0,28,7.181
25,0,0,0,19,7.521
26,0,1,1,16,7.557
27,0,0,1,13,8.021
28,0,0,0,15,7.962
29,0,0,0,14,7.958
30,0,0,0,19,7.748
31,0,0,1,17,7.673
32,0,0,0,15,7.955
33,0,0,1,21,7.452
34,0,0,1,18,7.543
35,0,0,0,19,7.57
36,0,0,0,19,7.765
37,0,0,0,23,7.443
38,0,0,3,18,7.678
39,0,0,1,17,7.755
40,0,1,1,17,7.227
41,0,0,0,11,8.195
42,0,0,1,21,7.631
43,0,0,1,24,7.37
44,0,0,1,19,7.616
45,0,0,1,10,8.245
46,0,1,0,14,7.462
47,0,0,0,19,7.605
48,0,0,1,17,7.74
49,0,0,0,13,7.978
50,0,1,1,12,7.607
51,0,0,3,18,7.501
52,0,0,0,21,7.524
53,0,0,1,16,7.893
54,0,0,0,21,7.479
55,0,0,1,15,7.811
56,0,0,1,12,7.982
57,0,1,0,20,7.298
58,0,0,0,12,8.12
59,0,0,1,18,7.624
60,0,0,0,20,7.558
61,0,0,0,18,7.826
62,0,0,0,16,7.777
63,0,1,2,20,7.158
64,0,0,1,15,7.749
65,0,0,0,16,7.67
66,0,0,0,23,7.348
67,0,1,0,15,7.619
68,0,0,0,23,7.282
69,0,0,1,17,7.656
70,0,0,0,17,7.85
71,0,0,1,11,7.959
72,0,1,2,20,7.586
73,0,0,2,18,7.671
74,0,0,1,14,7.889
75,0,0,1,19,7.603
76,0,0,0,19,7.549
77,0,1,0,22,7.187
78,0,0,0,16,7.765
79,0,1,2,16,7.642
80,0,0,0,16,7.869
81,0,0,1,23,7.347
82,0,1,1,14,7.846
83,0,1,2,24,6.978
84,0,0,0,18,7.797
85,0,0,0,15,8.006
86,0,0,0,15,7.904
87,0,1,0,22,7.246
88,0,0,0,17,7.678
89,0,0,0,14,8.072
90,0,0,0,16,7.965
91,0,0,0,16,7.8
92,0,0,0,18,7.836
93,0,2,0,13,7.48
94,0,0,0,17,7.651
95,0,0,0,15,7.905
96,0,0,0,28,7.054
97,0,0,0,13,7.94
98,0,0,0,20,7.669
99,0,0,0,24,7.214
100,0,0,0,13,8.076
101,0,0,0,16,7.728
102,0,0,0,17,7.795
103,0,0,0,15,7.978
104,0,0,0,17,7.891
105,0,0,0,17,7.762
106,0,0,1,16,7.83
107,0,0,0,18,7.545
108,0,0,0,21,7.58
109,0,0,2,22,7.51
110,0,0,1,23,7.418
111,0,0,0,16,7.828
112,0,0,1,13,7.985
113,0,0,0,15,7.927
114,0,0,0,16,7.73
115,0,0,0,20,7.58
116,0,0,0,20,7.715
117,0,0,1,17,7.682
118,0,0,1,13,7.981
119,0,0,0,17,7.895
120,0,0,0,22,7.592
121,0,0,0,21,7.66
122,0,0,2,12,8.033
123,0,0,0,22,7.49
124,0,0,1,17,7.851
125,0,0,1,17,7.756
126,0,1,0,16,7.613
127,0,0,0,18,7.742
128,0,0,0,18,7.625
129,0,0,0,21,7.534
130,0,0,0,16,7.785
131,0,0,0,20,7.491
132,0,1,0,10,7.949
133,0,0,2,19,7.638
134,0,0,0,15,7.954
135,0,0,0,21,7.456
136,0,0,0,14,7.946
137,0,0,0,22,7.414
138,0,0,0,19,7.705
139,0,1,0,19,7.1
140,0,0,0,23,7.323
141,0,0,1,14,7.949
142,0,0,0,18,7.681
143,0,0,1,17,7.804
144,0,0,0,16,7.825
145,0,0,0,18,7.819
146,0,0,0,16,7.853
147,0,0,1,22,7.517
148,0,0,1,12,7.936
149,0,0,1,17,7.601
150,0,0,0,19,7.594
151,0,0,1,22,7.386
152,0,0,0,16,7.761
153,0,0,1,16,7.798
154,0,0,0,15,7.888
155,0,1,0,16,7.694
156,0,0,1,15,7.819
157,0,0,0,21,7.408
158,0,0,1,22,7.409
159,0,0,1,25,7.294
160,0,0,0,16,7.824
161,0,0,0,20,7.55
162,0,0,1,16,8.008
163,0,0,2,12,8.139
164,0,1,0,14,7.681
165,0,0,1,19,7.623
166,0,0,0,15,7.844
167,0,0,0,20,7.539
168,0,0,0,13,8.028
169,0,0,1,19,7.743
170,0,0,1,20,7.477
171,0,1,1,16,7.618
172,0,0,0,15,7.901
173,0,0,1,15,7.883
174,0,0,1,17,7.62
175,0,0,0,16,7.857
176,0,0,0,11,8.154
177,0,0,1,15,7.909
178,0,2,1,16,7.412
179,0,0,1,16,7.671
180,0,0,0,13,8.028
181,0,0,0,21,7.54
182,0,0,1,17,7.728
183,0,0,1,15,7.91
184,0,0,0,20,7.694
185,0,0,0,17,7.697
186,0,0,1,18,7.693
187,0,0,0,15,7.802
188,0,0,1,12,8.053
189,0,0,0,12,8.023
190,0,2,0,17,6.951
191,0,0,0,23,7.26
192,0,1,0,12,7.894
193,0,0,0,18,7.596
194,0,0,0,18,7.756
195,0,0,0,16,7.875
196,0,0,2,18,7.847
197,0,0,0,19,7.543
198,0,0,1,21,7.617
199,0,0,1,15,7.932
200,0,0,0,20,7.524
201,0,1,0,19,7.461
202,0,0,0,17,7.666
203,0,0,1,21,7.545
204,0,0,2,21,7.466
205,0,0,0,19,7.525
206,0,0,0,18,7.704
207,0,0,0,20,7.499
208,0,0,1,14,7.913
209,0,0,0,14,7.888
210,0,0,1,14,7.988
211,0,1,2,16,7.564
212,0,1,1,18,7.307
213,0,0,1,18,7.552
214,0,2,0,14,7.589
215,0,0,0,18,7.611
216,0,0,0,15,7.963
217,0,0,1,21,7.542
218,0,0,3,15,7.832
